mode,strategy,chain_seed,round,signed_final
flip,adaptive_v3,0,2,0.006245
flip,adaptive_v3,1,2,-0.017588
flip,adaptive_v3,2,2,-0.022109
flip,adaptive_v3,3,2,0.013488
flip,adaptive_v3,4,2,-0.061135
flip,adaptive_v3,5,2,-0.028981
flip,adaptive_v3,6,2,-0.054689
flip,adaptive_v3,7,2,0.049493
flip,adaptive_v3,8,2,-0.081801
flip,adaptive_v3,9,2,0.015107
flip,adaptive_v3,10,2,-0.052044
flip,adaptive_v3,11,2,-0.044108
flip,adaptive_v3,12,2,-0.042263
flip,adaptive_v3,13,2,-0.016167
flip,adaptive_v3,14,2,-0.009785
flip,adaptive_v3,15,2,-0.046026
flip,adaptive_v3,16,2,-0.012931
flip,adaptive_v3,17,2,-0.045925
flip,adaptive_v3,18,2,-0.096421
flip,adaptive_v3,19,2,0.020477
flip,adaptive_v3,20,2,0.008267
flip,adaptive_v3,21,2,-0.005137
flip,adaptive_v3,22,2,-0.011479
flip,adaptive_v3,23,2,-0.035793
flip,adaptive_v3,24,2,-0.090786
flip,adaptive_v3,25,2,-0.089021
flip,adaptive_v3,26,2,-0.044153
flip,adaptive_v3,27,2,-0.090449
flip,adaptive_v3,28,2,-0.040847
flip,adaptive_v3,29,2,-0.033610
flip,adaptive_v3,30,2,-0.012522
flip,adaptive_v3,31,2,0.015838
flip,adaptive_v3,32,2,-0.054620
flip,adaptive_v3,33,2,-0.029882
flip,adaptive_v3,34,2,-0.008458
flip,adaptive_v3,35,2,-0.077620
flip,adaptive_v3,36,2,-0.079522
flip,adaptive_v3,37,2,-0.096031
flip,adaptive_v3,38,2,-0.038027
flip,adaptive_v3,39,2,0.029046
flip,adaptive_v3,0,3,-0.000611
flip,adaptive_v3,1,3,0.048577
flip,adaptive_v3,2,3,-0.004148
flip,adaptive_v3,3,3,-0.022422
flip,adaptive_v3,4,3,0.011890
flip,adaptive_v3,5,3,0.019115
flip,adaptive_v3,6,3,-0.014025
flip,adaptive_v3,7,3,-0.073026
flip,adaptive_v3,8,3,0.010238
flip,adaptive_v3,9,3,-0.027306
flip,adaptive_v3,10,3,0.002489
flip,adaptive_v3,11,3,0.036352
flip,adaptive_v3,12,3,0.014477
flip,adaptive_v3,13,3,0.002127
flip,adaptive_v3,14,3,0.048205
flip,adaptive_v3,15,3,-0.008567
flip,adaptive_v3,16,3,0.020844
flip,adaptive_v3,17,3,0.005563
flip,adaptive_v3,18,3,0.013197
flip,adaptive_v3,19,3,-0.010044
flip,adaptive_v3,20,3,-0.019688
flip,adaptive_v3,21,3,0.025104
flip,adaptive_v3,22,3,0.042464
flip,adaptive_v3,23,3,0.037174
flip,adaptive_v3,24,3,0.032735
flip,adaptive_v3,25,3,0.012455
flip,adaptive_v3,26,3,0.026676
flip,adaptive_v3,27,3,0.011458
flip,adaptive_v3,28,3,0.030774
flip,adaptive_v3,29,3,0.011370
flip,adaptive_v3,30,3,0.014475
flip,adaptive_v3,31,3,-0.031635
flip,adaptive_v3,32,3,0.025909
flip,adaptive_v3,33,3,-0.004445
flip,adaptive_v3,34,3,0.011498
flip,adaptive_v3,35,3,0.019664
flip,adaptive_v3,36,3,-0.011707
flip,adaptive_v3,37,3,-0.005446
flip,adaptive_v3,38,3,-0.011834
flip,adaptive_v3,39,3,-0.032966
flip,adaptive_v3,0,4,0.000334
flip,adaptive_v3,1,4,-0.090195
flip,adaptive_v3,2,4,0.007925
flip,adaptive_v3,3,4,0.033011
flip,adaptive_v3,4,4,-0.024544
flip,adaptive_v3,5,4,-0.032479
flip,adaptive_v3,6,4,0.035279
flip,adaptive_v3,7,4,0.007719
flip,adaptive_v3,8,4,-0.010593
flip,adaptive_v3,9,4,0.021175
flip,adaptive_v3,10,4,0.002480
flip,adaptive_v3,11,4,-0.075523
flip,adaptive_v3,12,4,-0.033515
flip,adaptive_v3,13,4,-0.005860
flip,adaptive_v3,14,4,-0.090743
flip,adaptive_v3,15,4,0.033452
flip,adaptive_v3,16,4,-0.049644
flip,adaptive_v3,17,4,-0.017629
flip,adaptive_v3,18,4,-0.034953
flip,adaptive_v3,19,4,0.001875
flip,adaptive_v3,20,4,0.028018
flip,adaptive_v3,21,4,-0.034853
flip,adaptive_v3,22,4,-0.089112
flip,adaptive_v3,23,4,-0.089174
flip,adaptive_v3,24,4,-0.078969
flip,adaptive_v3,25,4,-0.022502
flip,adaptive_v3,26,4,-0.039445
flip,adaptive_v3,27,4,-0.022922
flip,adaptive_v3,28,4,-0.062778
flip,adaptive_v3,29,4,-0.027791
flip,adaptive_v3,30,4,-0.026804
flip,adaptive_v3,31,4,0.026977
flip,adaptive_v3,32,4,-0.048017
flip,adaptive_v3,33,4,0.018418
flip,adaptive_v3,34,4,-0.020361
flip,adaptive_v3,35,4,-0.027906
flip,adaptive_v3,36,4,0.015797
flip,adaptive_v3,37,4,0.021513
flip,adaptive_v3,38,4,0.020213
flip,adaptive_v3,39,4,0.017986
mixed,fresh,0,1,0.021479
mixed,fresh,1,1,0.012148
mixed,fresh,2,1,0.006762
mixed,fresh,3,1,-0.005660
mixed,fresh,4,1,0.025559
mixed,fresh,5,1,0.014660
mixed,fresh,6,1,0.027444
mixed,fresh,7,1,-0.022901
mixed,fresh,8,1,0.038099
mixed,fresh,9,1,0.029436
mixed,fresh,10,1,0.027738
mixed,fresh,11,1,0.004775
mixed,fresh,12,1,0.021675
mixed,fresh,13,1,0.016553
mixed,fresh,14,1,0.020541
mixed,fresh,15,1,0.006690
mixed,fresh,16,1,0.004158
mixed,fresh,17,1,0.020327
mixed,fresh,18,1,-0.012793
mixed,fresh,19,1,0.032774
mixed,fresh,20,1,0.023665
mixed,fresh,21,1,0.030205
mixed,fresh,22,1,0.002546
mixed,fresh,23,1,0.019347
mixed,fresh,24,1,-0.019279
mixed,fresh,25,1,0.046595
mixed,fresh,26,1,0.022905
mixed,fresh,27,1,0.046864
mixed,fresh,28,1,0.019615
mixed,fresh,29,1,0.020910
mixed,fresh,30,1,0.018073
mixed,fresh,31,1,0.030067
mixed,fresh,32,1,0.026446
mixed,fresh,33,1,0.016629
mixed,fresh,34,1,0.021393
mixed,fresh,35,1,-0.003032
mixed,fresh,36,1,-0.010417
mixed,fresh,37,1,-0.017832
mixed,fresh,38,1,0.021547
mixed,fresh,39,1,-0.010341
mixed,fresh,0,2,-0.000611
mixed,fresh,1,2,-0.021429
mixed,fresh,2,2,0.030841
mixed,fresh,3,2,-0.006508
mixed,fresh,4,2,0.011890
mixed,fresh,5,2,0.008727
mixed,fresh,6,2,-0.014025
mixed,fresh,7,2,0.007719
mixed,fresh,8,2,0.010238
mixed,fresh,9,2,0.021175
mixed,fresh,10,2,0.021366
mixed,fresh,11,2,0.036352
mixed,fresh,12,2,0.011227
mixed,fresh,13,2,0.023653
mixed,fresh,14,2,-0.023220
mixed,fresh,15,2,0.034611
mixed,fresh,16,2,0.003873
mixed,fresh,17,2,0.019171
mixed,fresh,18,2,0.013197
mixed,fresh,19,2,0.025174
mixed,fresh,20,2,0.028018
mixed,fresh,21,2,-0.018439
mixed,fresh,22,2,-0.016036
mixed,fresh,23,2,0.037174
mixed,fresh,24,2,-0.005210
mixed,fresh,25,2,0.013901
mixed,fresh,26,2,0.026676
mixed,fresh,27,2,0.017734
mixed,fresh,28,2,0.030774
mixed,fresh,29,2,0.011370
mixed,fresh,30,2,0.014475
mixed,fresh,31,2,-0.003374
mixed,fresh,32,2,-0.005898
mixed,fresh,33,2,-0.004445
mixed,fresh,34,2,0.011498
mixed,fresh,35,2,0.008083
mixed,fresh,36,2,0.034419
mixed,fresh,37,2,0.037302
mixed,fresh,38,2,0.038454
mixed,fresh,39,2,0.017986
mixed,fresh,0,3,0.042233
mixed,fresh,1,3,0.059140
mixed,fresh,2,3,-0.017006
mixed,fresh,3,3,0.031861
mixed,fresh,4,3,0.009995
mixed,fresh,5,3,0.039358
mixed,fresh,6,3,-0.012967
mixed,fresh,7,3,-0.008026
mixed,fresh,8,3,0.004947
mixed,fresh,9,3,-0.012739
mixed,fresh,10,3,-0.035252
mixed,fresh,11,3,-0.023164
mixed,fresh,12,3,-0.034481
mixed,fresh,13,3,0.036271
mixed,fresh,14,3,0.004592
mixed,fresh,15,3,0.026108
mixed,fresh,16,3,-0.010658
mixed,fresh,17,3,0.025657
mixed,fresh,18,3,-0.020115
mixed,fresh,19,3,0.011546
mixed,fresh,20,3,0.018432
mixed,fresh,21,3,-0.009304
mixed,fresh,22,3,-0.002098
mixed,fresh,23,3,0.057970
mixed,fresh,24,3,0.011913
mixed,fresh,25,3,0.010305
mixed,fresh,26,3,0.009417
mixed,fresh,27,3,0.012475
mixed,fresh,28,3,-0.013669
mixed,fresh,29,3,0.014201
mixed,fresh,30,3,-0.005271
mixed,fresh,31,3,0.011579
mixed,fresh,32,3,0.036789
mixed,fresh,33,3,0.027661
mixed,fresh,34,3,0.009007
mixed,fresh,35,3,0.032142
mixed,fresh,36,3,0.016574
mixed,fresh,37,3,-0.014113
mixed,fresh,38,3,0.029028
mixed,fresh,39,3,0.014921
mixed,fresh,0,4,0.007785
mixed,fresh,1,4,0.023620
mixed,fresh,2,4,0.040133
mixed,fresh,3,4,0.002319
mixed,fresh,4,4,-0.015321
mixed,fresh,5,4,-0.005747
mixed,fresh,6,4,0.024403
mixed,fresh,7,4,0.005798
mixed,fresh,8,4,-0.002972
mixed,fresh,9,4,0.030376
mixed,fresh,10,4,0.008599
mixed,fresh,11,4,-0.010908
mixed,fresh,12,4,0.025234
mixed,fresh,13,4,-0.006150
mixed,fresh,14,4,-0.001728
mixed,fresh,15,4,0.034550
mixed,fresh,16,4,0.031913
mixed,fresh,17,4,0.022153
mixed,fresh,18,4,-0.013033
mixed,fresh,19,4,-0.035542
mixed,fresh,20,4,0.019384
mixed,fresh,21,4,-0.006355
mixed,fresh,22,4,-0.021290
mixed,fresh,23,4,0.005106
mixed,fresh,24,4,0.017750
mixed,fresh,25,4,0.016273
mixed,fresh,26,4,0.002273
mixed,fresh,27,4,-0.004857
mixed,fresh,28,4,0.006282
mixed,fresh,29,4,0.014778
mixed,fresh,30,4,0.010453
mixed,fresh,31,4,0.021194
mixed,fresh,32,4,0.003568
mixed,fresh,33,4,-0.001308
mixed,fresh,34,4,-0.004615
mixed,fresh,35,4,0.020658
mixed,fresh,36,4,0.006039
mixed,fresh,37,4,0.015612
mixed,fresh,38,4,0.016391
mixed,fresh,39,4,0.019912
mixed,persistent,0,1,0.021479
mixed,persistent,1,1,0.012148
mixed,persistent,2,1,0.006762
mixed,persistent,3,1,-0.005660
mixed,persistent,4,1,0.025559
mixed,persistent,5,1,0.014660
mixed,persistent,6,1,0.027444
mixed,persistent,7,1,-0.022901
mixed,persistent,8,1,0.038099
mixed,persistent,9,1,0.029436
mixed,persistent,10,1,0.027738
mixed,persistent,11,1,0.004775
mixed,persistent,12,1,0.021675
mixed,persistent,13,1,0.016553
mixed,persistent,14,1,0.020541
mixed,persistent,15,1,0.006690
mixed,persistent,16,1,0.004158
mixed,persistent,17,1,0.020327
mixed,persistent,18,1,-0.012793
mixed,persistent,19,1,0.032774
mixed,persistent,20,1,0.023665
mixed,persistent,21,1,0.030205
mixed,persistent,22,1,0.002546
mixed,persistent,23,1,0.019347
mixed,persistent,24,1,-0.019279
mixed,persistent,25,1,0.046595
mixed,persistent,26,1,0.022905
mixed,persistent,27,1,0.046864
mixed,persistent,28,1,0.019615
mixed,persistent,29,1,0.020910
mixed,persistent,30,1,0.018073
mixed,persistent,31,1,0.030067
mixed,persistent,32,1,0.026446
mixed,persistent,33,1,0.016629
mixed,persistent,34,1,0.021393
mixed,persistent,35,1,-0.003032
mixed,persistent,36,1,-0.010417
mixed,persistent,37,1,-0.017832
mixed,persistent,38,1,0.021547
mixed,persistent,39,1,-0.010341
mixed,persistent,0,2,-0.047454
mixed,persistent,1,2,-0.017588
mixed,persistent,2,2,-0.022109
mixed,persistent,3,2,0.007981
mixed,persistent,4,2,0.083395
mixed,persistent,5,2,-0.028981
mixed,persistent,6,2,0.069089
mixed,persistent,7,2,0.049493
mixed,persistent,8,2,0.104913
mixed,persistent,9,2,0.081495
mixed,persistent,10,2,-0.052044
mixed,persistent,11,2,-0.011335
mixed,persistent,12,2,-0.042263
mixed,persistent,13,2,0.057772
mixed,persistent,14,2,0.067153
mixed,persistent,15,2,0.027827
mixed,persistent,16,2,-0.012931
mixed,persistent,17,2,-0.045925
mixed,persistent,18,2,0.033831
mixed,persistent,19,2,-0.057162
mixed,persistent,20,2,0.058568
mixed,persistent,21,2,0.077461
mixed,persistent,22,2,-0.011479
mixed,persistent,23,2,0.056320
mixed,persistent,24,2,-0.008570
mixed,persistent,25,2,-0.089021
mixed,persistent,26,2,0.064770
mixed,persistent,27,2,-0.090449
mixed,persistent,28,2,0.063157
mixed,persistent,29,2,0.048211
mixed,persistent,30,2,-0.034473
mixed,persistent,31,2,-0.066267
mixed,persistent,32,2,-0.054620
mixed,persistent,33,2,0.048130
mixed,persistent,34,2,-0.043018
mixed,persistent,35,2,0.015587
mixed,persistent,36,2,-0.002762
mixed,persistent,37,2,-0.022606
mixed,persistent,38,2,-0.038027
mixed,persistent,39,2,0.029046
mixed,persistent,0,3,0.071721
mixed,persistent,1,3,0.024590
mixed,persistent,2,3,-0.027548
mixed,persistent,3,3,-0.012864
mixed,persistent,4,3,0.147874
mixed,persistent,5,3,-0.024966
mixed,persistent,6,3,-0.101638
mixed,persistent,7,3,0.089468
mixed,persistent,8,3,-0.156785
mixed,persistent,9,3,0.131413
mixed,persistent,10,3,-0.050139
mixed,persistent,11,3,0.018035
mixed,persistent,12,3,0.061989
mixed,persistent,13,3,0.106256
mixed,persistent,14,3,0.119707
mixed,persistent,15,3,0.058599
mixed,persistent,16,3,0.026618
mixed,persistent,17,3,0.073520
mixed,persistent,18,3,-0.052681
mixed,persistent,19,3,-0.052464
mixed,persistent,20,3,0.093420
mixed,persistent,21,3,0.129464
mixed,persistent,22,3,0.028533
mixed,persistent,23,3,-0.087024
mixed,persistent,24,3,0.017712
mixed,persistent,25,3,0.118915
mixed,persistent,26,3,0.105196
mixed,persistent,27,3,0.124512
mixed,persistent,28,3,-0.094283
mixed,persistent,29,3,0.080633
mixed,persistent,30,3,-0.035819
mixed,persistent,31,3,-0.095518
mixed,persistent,32,3,0.082829
mixed,persistent,33,3,0.090227
mixed,persistent,34,3,0.065431
mixed,persistent,35,3,-0.021372
mixed,persistent,36,3,0.006838
mixed,persistent,37,3,0.028281
mixed,persistent,38,3,-0.035842
mixed,persistent,39,3,-0.032966
mixed,persistent,0,4,-0.087010
mixed,persistent,1,4,-0.024977
mixed,persistent,2,4,0.035764
mixed,persistent,3,4,0.010183
mixed,persistent,4,4,0.210971
mixed,persistent,5,4,0.027607
mixed,persistent,6,4,0.132044
mixed,persistent,7,4,-0.117814
mixed,persistent,8,4,-0.174500
mixed,persistent,9,4,0.164414
mixed,persistent,10,4,-0.025607
mixed,persistent,11,4,0.030371
mixed,persistent,12,4,0.084476
mixed,persistent,13,4,0.152710
mixed,persistent,14,4,-0.156669
mixed,persistent,15,4,0.088791
mixed,persistent,16,4,0.046732
mixed,persistent,17,4,0.102939
mixed,persistent,18,4,0.073649
mixed,persistent,19,4,0.042760
mixed,persistent,20,4,0.125707
mixed,persistent,21,4,0.175837
mixed,persistent,22,4,0.050511
mixed,persistent,23,4,-0.102508
mixed,persistent,24,4,0.041439
mixed,persistent,25,4,-0.127915
mixed,persistent,26,4,0.140506
mixed,persistent,27,4,0.158316
mixed,persistent,28,4,0.110678
mixed,persistent,29,4,0.115910
mixed,persistent,30,4,0.042053
mixed,persistent,31,4,-0.121387
mixed,persistent,32,4,0.113277
mixed,persistent,33,4,-0.117330
mixed,persistent,34,4,-0.079492
mixed,persistent,35,4,0.023640
mixed,persistent,36,4,0.018348
mixed,persistent,37,4,0.043283
mixed,persistent,38,4,0.039609
mixed,persistent,39,4,-0.022619
mixed,adaptive_v3,0,1,0.021479
mixed,adaptive_v3,1,1,0.012148
mixed,adaptive_v3,2,1,0.006762
mixed,adaptive_v3,3,1,-0.005660
mixed,adaptive_v3,4,1,0.025559
mixed,adaptive_v3,5,1,0.014660
mixed,adaptive_v3,6,1,0.027444
mixed,adaptive_v3,7,1,-0.022901
mixed,adaptive_v3,8,1,0.038099
mixed,adaptive_v3,9,1,0.029436
mixed,adaptive_v3,10,1,0.027738
mixed,adaptive_v3,11,1,0.004775
mixed,adaptive_v3,12,1,0.021675
mixed,adaptive_v3,13,1,0.016553
mixed,adaptive_v3,14,1,0.020541
mixed,adaptive_v3,15,1,0.006690
mixed,adaptive_v3,16,1,0.004158
mixed,adaptive_v3,17,1,0.020327
mixed,adaptive_v3,18,1,-0.012793
mixed,adaptive_v3,19,1,0.032774
mixed,adaptive_v3,20,1,0.023665
mixed,adaptive_v3,21,1,0.030205
mixed,adaptive_v3,22,1,0.002546
mixed,adaptive_v3,23,1,0.019347
mixed,adaptive_v3,24,1,-0.019279
mixed,adaptive_v3,25,1,0.046595
mixed,adaptive_v3,26,1,0.022905
mixed,adaptive_v3,27,1,0.046864
mixed,adaptive_v3,28,1,0.019615
mixed,adaptive_v3,29,1,0.020910
mixed,adaptive_v3,30,1,0.018073
mixed,adaptive_v3,31,1,0.030067
mixed,adaptive_v3,32,1,0.026446
mixed,adaptive_v3,33,1,0.016629
mixed,adaptive_v3,34,1,0.021393
mixed,adaptive_v3,35,1,-0.003032
mixed,adaptive_v3,36,1,-0.010417
mixed,adaptive_v3,37,1,-0.017832
mixed,adaptive_v3,38,1,0.021547
mixed,adaptive_v3,39,1,-0.010341
mixed,adaptive_v3,0,2,-0.047454
mixed,adaptive_v3,1,2,-0.017588
mixed,adaptive_v3,2,2,-0.022109
mixed,adaptive_v3,3,2,0.007981
mixed,adaptive_v3,4,2,0.083395
mixed,adaptive_v3,5,2,-0.028981
mixed,adaptive_v3,6,2,0.069089
mixed,adaptive_v3,7,2,0.049493
mixed,adaptive_v3,8,2,0.104913
mixed,adaptive_v3,9,2,0.081495
mixed,adaptive_v3,10,2,-0.052044
mixed,adaptive_v3,11,2,-0.011335
mixed,adaptive_v3,12,2,-0.042263
mixed,adaptive_v3,13,2,0.057772
mixed,adaptive_v3,14,2,0.067153
mixed,adaptive_v3,15,2,0.027827
mixed,adaptive_v3,16,2,-0.012931
mixed,adaptive_v3,17,2,-0.045925
mixed,adaptive_v3,18,2,0.033831
mixed,adaptive_v3,19,2,-0.057162
mixed,adaptive_v3,20,2,0.058568
mixed,adaptive_v3,21,2,0.077461
mixed,adaptive_v3,22,2,-0.011479
mixed,adaptive_v3,23,2,0.056320
mixed,adaptive_v3,24,2,-0.008570
mixed,adaptive_v3,25,2,-0.089021
mixed,adaptive_v3,26,2,0.064770
mixed,adaptive_v3,27,2,-0.090449
mixed,adaptive_v3,28,2,0.063157
mixed,adaptive_v3,29,2,0.048211
mixed,adaptive_v3,30,2,-0.034473
mixed,adaptive_v3,31,2,-0.066267
mixed,adaptive_v3,32,2,-0.054620
mixed,adaptive_v3,33,2,0.048130
mixed,adaptive_v3,34,2,-0.043018
mixed,adaptive_v3,35,2,0.015587
mixed,adaptive_v3,36,2,-0.002762
mixed,adaptive_v3,37,2,-0.022606
mixed,adaptive_v3,38,2,-0.038027
mixed,adaptive_v3,39,2,0.029046
mixed,adaptive_v3,0,3,0.021461
mixed,adaptive_v3,1,3,0.048577
mixed,adaptive_v3,2,3,0.030841
mixed,adaptive_v3,3,3,0.033011
mixed,adaptive_v3,4,3,0.147874
mixed,adaptive_v3,5,3,0.008727
mixed,adaptive_v3,6,3,-0.101638
mixed,adaptive_v3,7,3,0.089468
mixed,adaptive_v3,8,3,-0.156785
mixed,adaptive_v3,9,3,0.131413
mixed,adaptive_v3,10,3,0.021366
mixed,adaptive_v3,11,3,-0.011833
mixed,adaptive_v3,12,3,0.014477
mixed,adaptive_v3,13,3,0.106256
mixed,adaptive_v3,14,3,0.119707
mixed,adaptive_v3,15,3,0.058599
mixed,adaptive_v3,16,3,0.020844
mixed,adaptive_v3,17,3,0.005563
mixed,adaptive_v3,18,3,-0.052681
mixed,adaptive_v3,19,3,0.025174
mixed,adaptive_v3,20,3,0.093420
mixed,adaptive_v3,21,3,0.129464
mixed,adaptive_v3,22,3,0.042464
mixed,adaptive_v3,23,3,-0.087024
mixed,adaptive_v3,24,3,-0.005210
mixed,adaptive_v3,25,3,0.012455
mixed,adaptive_v3,26,3,0.105196
mixed,adaptive_v3,27,3,0.011458
mixed,adaptive_v3,28,3,-0.094283
mixed,adaptive_v3,29,3,0.080633
mixed,adaptive_v3,30,3,0.014475
mixed,adaptive_v3,31,3,-0.003374
mixed,adaptive_v3,32,3,0.025909
mixed,adaptive_v3,33,3,0.090227
mixed,adaptive_v3,34,3,0.011855
mixed,adaptive_v3,35,3,0.019664
mixed,adaptive_v3,36,3,0.034419
mixed,adaptive_v3,37,3,-0.005446
mixed,adaptive_v3,38,3,0.038454
mixed,adaptive_v3,39,3,-0.032966
mixed,adaptive_v3,0,4,-0.035159
mixed,adaptive_v3,1,4,-0.090195
mixed,adaptive_v3,2,4,-0.059864
mixed,adaptive_v3,3,4,-0.069792
mixed,adaptive_v3,4,4,0.210971
mixed,adaptive_v3,5,4,-0.019804
mixed,adaptive_v3,6,4,-0.014025
mixed,adaptive_v3,7,4,-0.117814
mixed,adaptive_v3,8,4,0.016494
mixed,adaptive_v3,9,4,0.164414
mixed,adaptive_v3,10,4,0.056728
mixed,adaptive_v3,11,4,-0.015212
mixed,adaptive_v3,12,4,0.050780
mixed,adaptive_v3,13,4,0.152710
mixed,adaptive_v3,14,4,-0.156669
mixed,adaptive_v3,15,4,0.088791
mixed,adaptive_v3,16,4,0.065174
mixed,adaptive_v3,17,4,0.038547
mixed,adaptive_v3,18,4,0.013197
mixed,adaptive_v3,19,4,-0.043990
mixed,adaptive_v3,20,4,0.125707
mixed,adaptive_v3,21,4,0.175837
mixed,adaptive_v3,22,4,0.108859
mixed,adaptive_v3,23,4,-0.006961
mixed,adaptive_v3,24,4,-0.002781
mixed,adaptive_v3,25,4,-0.022502
mixed,adaptive_v3,26,4,0.140506
mixed,adaptive_v3,27,4,0.043855
mixed,adaptive_v3,28,4,0.030774
mixed,adaptive_v3,29,4,0.115910
mixed,adaptive_v3,30,4,-0.026804
mixed,adaptive_v3,31,4,0.009394
mixed,adaptive_v3,32,4,0.061532
mixed,adaptive_v3,33,4,-0.117330
mixed,adaptive_v3,34,4,-0.021388
mixed,adaptive_v3,35,4,-0.027906
mixed,adaptive_v3,36,4,0.069790
mixed,adaptive_v3,37,4,0.001587
mixed,adaptive_v3,38,4,-0.074449
mixed,adaptive_v3,39,4,0.010646
